Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,SDGE Hourly Load,SDGE Hourly PV Generation
10/19/2019 22:00,2019,10,19,22,23," 2,199 ",0.00
10/19/2019 23:00,2019,10,19,23,24," 2,019 ",0.00
10/20/2019 0:00,2019,10,20,0,1," 1,890 ",0.00
10/20/2019 1:00,2019,10,20,1,2," 1,815 ",0.00
10/20/2019 2:00,2019,10,20,2,3," 1,770 ",0.00
10/20/2019 3:00,2019,10,20,3,4," 1,763 ",0.00
10/20/2019 4:00,2019,10,20,4,5," 1,801 ",0.00
10/20/2019 5:00,2019,10,20,5,6," 1,879 ",0.00
10/20/2019 6:00,2019,10,20,6,7," 1,957 ",26.24
10/20/2019 7:00,2019,10,20,7,8," 2,099 ",167.90
10/20/2019 8:00,2019,10,20,8,9," 2,255 ",330.86
10/20/2019 9:00,2019,10,20,9,10," 2,402 ",462.57
10/20/2019 10:00,2019,10,20,10,11," 2,507 ",551.10
10/20/2019 11:00,2019,10,20,11,12," 2,569 ",594.18
10/20/2019 12:00,2019,10,20,12,13," 2,589 ",573.21
10/20/2019 13:00,2019,10,20,13,14," 2,588 ",511.22
10/20/2019 14:00,2019,10,20,14,15," 2,580 ",404.42
10/20/2019 15:00,2019,10,20,15,16," 2,571 ",243.90
10/20/2019 16:00,2019,10,20,16,17," 2,595 ",67.72
10/20/2019 17:00,2019,10,20,17,18," 2,801 ",0.00
10/20/2019 18:00,2019,10,20,18,19," 2,881 ",0.00
10/20/2019 19:00,2019,10,20,19,20," 2,769 ",0.00
10/20/2019 20:00,2019,10,20,20,21," 2,566 ",0.00
10/20/2019 21:00,2019,10,20,21,22," 2,303 ",0.00
10/20/2019 22:00,2019,10,20,22,23," 2,072 ",0.00
10/20/2019 23:00,2019,10,20,23,24," 1,917 ",0.00
10/21/2019 0:00,2019,10,21,0,1," 1,836 ",0.00
10/21/2019 1:00,2019,10,21,1,2," 1,792 ",0.00
10/21/2019 2:00,2019,10,21,2,3," 1,780 ",0.00
10/21/2019 3:00,2019,10,21,3,4," 1,829 ",0.00
10/21/2019 4:00,2019,10,21,4,5," 1,990 ",0.00
10/21/2019 5:00,2019,10,21,5,6," 2,296 ",0.00
10/21/2019 6:00,2019,10,21,6,7," 2,510 ",26.24
10/21/2019 7:00,2019,10,21,7,8," 2,612 ",167.90
10/21/2019 8:00,2019,10,21,8,9," 2,715 ",330.86
10/21/2019 9:00,2019,10,21,9,10," 2,807 ",462.57
10/21/2019 10:00,2019,10,21,10,11," 2,892 ",551.10
10/21/2019 11:00,2019,10,21,11,12," 2,936 ",594.18
10/21/2019 12:00,2019,10,21,12,13," 2,959 ",573.21
10/21/2019 13:00,2019,10,21,13,14," 2,901 ",511.22
10/21/2019 14:00,2019,10,21,14,15," 2,892 ",404.42
10/21/2019 15:00,2019,10,21,15,16," 2,827 ",243.90
10/21/2019 16:00,2019,10,21,16,17," 2,793 ",67.72
10/21/2019 17:00,2019,10,21,17,18," 2,959 ",0.00
10/21/2019 18:00,2019,10,21,18,19," 2,993 ",0.00
10/21/2019 19:00,2019,10,21,19,20," 2,894 ",0.00
10/21/2019 20:00,2019,10,21,20,21," 2,684 ",0.00
10/21/2019 21:00,2019,10,21,21,22," 2,396 ",0.00
10/21/2019 22:00,2019,10,21,22,23," 2,124 ",0.00
10/21/2019 23:00,2019,10,21,23,24," 1,947 ",0.00
10/22/2019 0:00,2019,10,22,0,1," 1,841 ",0.00
10/22/2019 1:00,2019,10,22,1,2," 1,792 ",0.00
10/22/2019 2:00,2019,10,22,2,3," 1,770 ",0.00
10/22/2019 3:00,2019,10,22,3,4," 1,811 ",0.00
10/22/2019 4:00,2019,10,22,4,5," 1,976 ",0.00
10/22/2019 5:00,2019,10,22,5,6," 2,276 ",0.00
10/22/2019 6:00,2019,10,22,6,7," 2,439 ",28.62
10/22/2019 7:00,2019,10,22,7,8," 2,546 ",220.22
10/22/2019 8:00,2019,10,22,8,9," 2,675 ",422.42
10/22/2019 9:00,2019,10,22,9,10," 2,786 ",575.05
10/22/2019 10:00,2019,10,22,10,11," 2,851 ",670.15
10/22/2019 11:00,2019,10,22,11,12," 2,880 ",726.00
10/22/2019 12:00,2019,10,22,12,13," 2,894 ",723.08
10/22/2019 13:00,2019,10,22,13,14," 2,881 ",638.80
10/22/2019 14:00,2019,10,22,14,15," 2,843 ",488.73
10/22/2019 15:00,2019,10,22,15,16," 2,795 ",280.66
10/22/2019 16:00,2019,10,22,16,17," 2,754 ",72.55
10/22/2019 17:00,2019,10,22,17,18," 2,924 ",0.00
10/22/2019 18:00,2019,10,22,18,19," 2,975 ",0.00
10/22/2019 19:00,2019,10,22,19,20," 2,875 ",0.00
10/22/2019 20:00,2019,10,22,20,21," 2,650 ",0.00
10/22/2019 21:00,2019,10,22,21,22," 2,333 ",0.00
10/22/2019 22:00,2019,10,22,22,23," 2,080 ",0.00
10/22/2019 23:00,2019,10,22,23,24," 1,898 ",0.00
10/23/2019 0:00,2019,10,23,0,1," 1,801 ",0.00
10/23/2019 1:00,2019,10,23,1,2," 1,745 ",0.00
10/23/2019 2:00,2019,10,23,2,3," 1,729 ",0.00
10/23/2019 3:00,2019,10,23,3,4," 1,775 ",0.00
10/23/2019 4:00,2019,10,23,4,5," 1,932 ",0.00
10/23/2019 5:00,2019,10,23,5,6," 2,235 ",0.00
10/23/2019 6:00,2019,10,23,6,7," 2,391 ",28.62
10/23/2019 7:00,2019,10,23,7,8," 2,513 ",220.22
10/23/2019 8:00,2019,10,23,8,9," 2,626 ",422.42
10/23/2019 9:00,2019,10,23,9,10," 2,765 ",575.05
10/23/2019 10:00,2019,10,23,10,11," 2,847 ",670.15
10/23/2019 11:00,2019,10,23,11,12," 2,894 ",726.00
10/23/2019 12:00,2019,10,23,12,13," 2,942 ",723.08
10/23/2019 13:00,2019,10,23,13,14," 2,965 ",638.80
10/23/2019 14:00,2019,10,23,14,15," 2,945 ",488.73
10/23/2019 15:00,2019,10,23,15,16," 2,910 ",280.66
10/23/2019 16:00,2019,10,23,16,17," 2,858 ",72.55
10/23/2019 17:00,2019,10,23,17,18," 2,996 ",0.00
10/23/2019 18:00,2019,10,23,18,19," 3,038 ",0.00
10/23/2019 19:00,2019,10,23,19,20," 2,931 ",0.00
10/23/2019 20:00,2019,10,23,20,21," 2,702 ",0.00
10/23/2019 21:00,2019,10,23,21,22," 2,411 ",0.00
10/23/2019 22:00,2019,10,23,22,23," 2,131 ",0.00
10/23/2019 23:00,2019,10,23,23,24," 1,943 ",0.00
10/24/2019 0:00,2019,10,24,0,1," 1,833 ",0.00
10/24/2019 1:00,2019,10,24,1,2," 1,779 ",0.00
10/24/2019 2:00,2019,10,24,2,3," 1,758 ",0.00
10/24/2019 3:00,2019,10,24,3,4," 1,793 ",0.00
10/24/2019 4:00,2019,10,24,4,5," 1,952 ",0.00
10/24/2019 5:00,2019,10,24,5,6," 2,255 ",0.00
10/24/2019 6:00,2019,10,24,6,7," 2,396 ",28.62
10/24/2019 7:00,2019,10,24,7,8," 2,524 ",220.22
10/24/2019 8:00,2019,10,24,8,9," 2,658 ",422.42
10/24/2019 9:00,2019,10,24,9,10," 2,802 ",575.05
10/24/2019 10:00,2019,10,24,10,11," 2,902 ",670.15
10/24/2019 11:00,2019,10,24,11,12," 2,943 ",726.00
10/24/2019 12:00,2019,10,24,12,13," 2,975 ",723.08
10/24/2019 13:00,2019,10,24,13,14," 2,984 ",638.80
10/24/2019 14:00,2019,10,24,14,15," 2,961 ",488.73
10/24/2019 15:00,2019,10,24,15,16," 2,914 ",280.66
10/24/2019 16:00,2019,10,24,16,17," 2,857 ",72.55
10/24/2019 17:00,2019,10,24,17,18," 3,000 ",0.00
10/24/2019 18:00,2019,10,24,18,19," 3,039 ",0.00
10/24/2019 19:00,2019,10,24,19,20," 2,929 ",0.00
10/24/2019 20:00,2019,10,24,20,21," 2,705 ",0.00
10/24/2019 21:00,2019,10,24,21,22," 2,415 ",0.00
10/24/2019 22:00,2019,10,24,22,23," 2,135 ",0.00
10/24/2019 23:00,2019,10,24,23,24," 1,960 ",0.00
10/25/2019 0:00,2019,10,25,0,1," 1,848 ",0.00
10/25/2019 1:00,2019,10,25,1,2," 1,791 ",0.00
10/25/2019 2:00,2019,10,25,2,3," 1,768 ",0.00
10/25/2019 3:00,2019,10,25,3,4," 1,800 ",0.00
10/25/2019 4:00,2019,10,25,4,5," 1,944 ",0.00
10/25/2019 5:00,2019,10,25,5,6," 2,237 ",0.00
10/25/2019 6:00,2019,10,25,6,7," 2,377 ",28.62
10/25/2019 7:00,2019,10,25,7,8," 2,524 ",220.22
10/25/2019 8:00,2019,10,25,8,9," 2,666 ",422.42
10/25/2019 9:00,2019,10,25,9,10," 2,809 ",575.05
10/25/2019 10:00,2019,10,25,10,11," 2,927 ",670.15
10/25/2019 11:00,2019,10,25,11,12," 2,993 ",726.00
10/25/2019 12:00,2019,10,25,12,13," 3,039 ",723.08
10/25/2019 13:00,2019,10,25,13,14," 3,037 ",638.80
10/25/2019 14:00,2019,10,25,14,15," 3,003 ",488.73
10/25/2019 15:00,2019,10,25,15,16," 2,948 ",280.66
10/25/2019 16:00,2019,10,25,16,17," 2,864 ",72.55
10/25/2019 17:00,2019,10,25,17,18," 2,973 ",0.00
10/25/2019 18:00,2019,10,25,18,19," 2,973 ",0.00
10/25/2019 19:00,2019,10,25,19,20," 2,866 ",0.00
10/25/2019 20:00,2019,10,25,20,21," 2,691 ",0.00
10/25/2019 21:00,2019,10,25,21,22," 2,457 ",0.00
10/25/2019 22:00,2019,10,25,22,23," 2,196 ",0.00
10/25/2019 23:00,2019,10,25,23,24," 2,007 ",0.00
10/26/2019 0:00,2019,10,26,0,1," 1,882 ",0.00
10/26/2019 1:00,2019,10,26,1,2," 1,814 ",0.00
10/26/2019 2:00,2019,10,26,2,3," 1,778 ",0.00
10/26/2019 3:00,2019,10,26,3,4," 1,778 ",0.00
10/26/2019 4:00,2019,10,26,4,5," 1,838 ",0.00
10/26/2019 5:00,2019,10,26,5,6," 1,964 ",0.00
10/26/2019 6:00,2019,10,26,6,7," 2,026 ",28.62
10/26/2019 7:00,2019,10,26,7,8," 2,202 ",220.22
10/26/2019 8:00,2019,10,26,8,9," 2,376 ",422.42
10/26/2019 9:00,2019,10,26,9,10," 2,513 ",575.05
10/26/2019 10:00,2019,10,26,10,11," 2,587 ",670.15
10/26/2019 11:00,2019,10,26,11,12," 2,627 ",726.00
10/26/2019 12:00,2019,10,26,12,13," 2,636 ",723.08
10/26/2019 13:00,2019,10,26,13,14," 2,648 ",638.80
10/26/2019 14:00,2019,10,26,14,15," 2,657 ",488.73
10/26/2019 15:00,2019,10,26,15,16," 2,656 ",280.66
10/26/2019 16:00,2019,10,26,16,17," 2,651 ",72.55
10/26/2019 17:00,2019,10,26,17,18," 2,834 ",0.00
10/26/2019 18:00,2019,10,26,18,19," 2,860 ",0.00
10/26/2019 19:00,2019,10,26,19,20," 2,757 ",0.00
10/26/2019 20:00,2019,10,26,20,21," 2,593 ",0.00
10/26/2019 21:00,2019,10,26,21,22," 2,367 ",0.00
10/26/2019 22:00,2019,10,26,22,23," 2,145 ",0.00
10/26/2019 23:00,2019,10,26,23,24," 1,977 ",0.00
10/27/2019 0:00,2019,10,27,0,1," 1,856 ",0.00
10/27/2019 1:00,2019,10,27,1,2," 1,809 ",0.00
10/27/2019 2:00,2019,10,27,2,3," 1,770 ",0.00
10/27/2019 3:00,2019,10,27,3,4," 1,761 ",0.00
10/27/2019 4:00,2019,10,27,4,5," 1,800 ",0.00
10/27/2019 5:00,2019,10,27,5,6," 1,884 ",0.00
10/27/2019 6:00,2019,10,27,6,7," 1,947 ",28.62
10/27/2019 7:00,2019,10,27,7,8," 2,082 ",220.22
10/27/2019 8:00,2019,10,27,8,9," 2,239 ",422.42
10/27/2019 9:00,2019,10,27,9,10," 2,394 ",575.05
10/27/2019 10:00,2019,10,27,10,11," 2,499 ",670.15
10/27/2019 11:00,2019,10,27,11,12," 2,550 ",726.00
10/27/2019 12:00,2019,10,27,12,13," 2,579 ",723.08
10/27/2019 13:00,2019,10,27,13,14," 2,600 ",638.80
10/27/2019 14:00,2019,10,27,14,15," 2,624 ",488.73
10/27/2019 15:00,2019,10,27,15,16," 2,640 ",280.66
10/27/2019 16:00,2019,10,27,16,17," 2,671 ",72.55
10/27/2019 17:00,2019,10,27,17,18," 2,891 ",0.00
10/27/2019 18:00,2019,10,27,18,19," 2,927 ",0.00
10/27/2019 19:00,2019,10,27,19,20," 2,813 ",0.00
10/27/2019 20:00,2019,10,27,20,21," 2,604 ",0.00
10/27/2019 21:00,2019,10,27,21,22," 2,318 ",0.00
10/27/2019 22:00,2019,10,27,22,23," 2,064 ",0.00
10/27/2019 23:00,2019,10,27,23,24," 1,903 ",0.00
10/28/2019 0:00,2019,10,28,0,1," 1,816 ",0.00
10/28/2019 1:00,2019,10,28,1,2," 1,769 ",0.00
10/28/2019 2:00,2019,10,28,2,3," 1,759 ",0.00
10/28/2019 3:00,2019,10,28,3,4," 1,806 ",0.00
10/28/2019 4:00,2019,10,28,4,5," 1,951 ",0.00
10/28/2019 5:00,2019,10,28,5,6," 2,245 ",0.00
10/28/2019 6:00,2019,10,28,6,7," 2,407 ",28.62
10/28/2019 7:00,2019,10,28,7,8," 2,538 ",220.22
10/28/2019 8:00,2019,10,28,8,9," 2,697 ",422.42
10/28/2019 9:00,2019,10,28,9,10," 2,862 ",575.05
10/28/2019 10:00,2019,10,28,10,11," 2,965 ",670.15
10/28/2019 11:00,2019,10,28,11,12," 3,042 ",726.00
10/28/2019 12:00,2019,10,28,12,13," 3,111 ",723.08
10/28/2019 13:00,2019,10,28,13,14," 3,125 ",638.80
10/28/2019 14:00,2019,10,28,14,15," 3,100 ",488.73
10/28/2019 15:00,2019,10,28,15,16," 3,055 ",280.66
10/28/2019 16:00,2019,10,28,16,17," 2,988 ",72.55
10/28/2019 17:00,2019,10,28,17,18," 3,125 ",0.00
10/28/2019 18:00,2019,10,28,18,19," 3,115 ",0.00
10/28/2019 19:00,2019,10,28,19,20," 2,958 ",0.00
10/28/2019 20:00,2019,10,28,20,21," 2,720 ",0.00
10/28/2019 21:00,2019,10,28,21,22," 2,410 ",0.00
10/28/2019 22:00,2019,10,28,22,23," 2,129 ",0.00
10/28/2019 23:00,2019,10,28,23,24," 1,957 ",0.00
10/29/2019 0:00,2019,10,29,0,1," 1,839 ",0.00
10/29/2019 1:00,2019,10,29,1,2," 1,790 ",0.00
10/29/2019 2:00,2019,10,29,2,3," 1,767 ",0.00
10/29/2019 3:00,2019,10,29,3,4," 1,805 ",0.00
10/29/2019 4:00,2019,10,29,4,5," 1,963 ",0.00
10/29/2019 5:00,2019,10,29,5,6," 2,268 ",0.00
10/29/2019 6:00,2019,10,29,6,7," 2,445 ",28.62
10/29/2019 7:00,2019,10,29,7,8," 2,544 ",220.22
10/29/2019 8:00,2019,10,29,8,9," 2,658 ",422.42
10/29/2019 9:00,2019,10,29,9,10," 2,760 ",575.05
10/29/2019 10:00,2019,10,29,10,11," 2,798 ",670.15
10/29/2019 11:00,2019,10,29,11,12," 2,811 ",726.00
10/29/2019 12:00,2019,10,29,12,13," 2,802 ",723.08
10/29/2019 13:00,2019,10,29,13,14," 2,750 ",638.80
10/29/2019 14:00,2019,10,29,14,15," 2,715 ",488.73
10/29/2019 15:00,2019,10,29,15,16," 2,701 ",280.66
10/29/2019 16:00,2019,10,29,16,17," 2,782 ",72.55
10/29/2019 17:00,2019,10,29,17,18," 2,978 ",0.00
10/29/2019 18:00,2019,10,29,18,19," 2,967 ",0.00
10/29/2019 19:00,2019,10,29,19,20," 2,856 ",0.00
10/29/2019 20:00,2019,10,29,20,21," 2,641 ",0.00
10/29/2019 21:00,2019,10,29,21,22," 2,324 ",0.00
10/29/2019 22:00,2019,10,29,22,23," 2,064 ",0.00
10/29/2019 23:00,2019,10,29,23,24," 1,886 ",0.00
10/30/2019 0:00,2019,10,30,0,1," 1,791 ",0.00
10/30/2019 1:00,2019,10,30,1,2," 1,736 ",0.00
10/30/2019 2:00,2019,10,30,2,3," 1,716 ",0.00
10/30/2019 3:00,2019,10,30,3,4," 1,757 ",0.00
10/30/2019 4:00,2019,10,30,4,5," 1,907 ",0.00
10/30/2019 5:00,2019,10,30,5,6," 2,221 ",0.00
10/30/2019 6:00,2019,10,30,6,7," 2,390 ",28.62
10/30/2019 7:00,2019,10,30,7,8," 2,475 ",220.22
10/30/2019 8:00,2019,10,30,8,9," 2,549 ",422.42
10/30/2019 9:00,2019,10,30,9,10," 2,609 ",575.05
10/30/2019 10:00,2019,10,30,10,11," 2,650 ",670.15
10/30/2019 11:00,2019,10,30,11,12," 2,646 ",726.00
10/30/2019 12:00,2019,10,30,12,13," 2,655 ",723.08
10/30/2019 13:00,2019,10,30,13,14," 2,626 ",638.80
10/30/2019 14:00,2019,10,30,14,15," 2,593 ",488.73
10/30/2019 15:00,2019,10,30,15,16," 2,576 ",280.66
10/30/2019 16:00,2019,10,30,16,17," 2,604 ",72.55
10/30/2019 17:00,2019,10,30,17,18," 2,877 ",0.00
10/30/2019 18:00,2019,10,30,18,19," 2,916 ",0.00
10/30/2019 19:00,2019,10,30,19,20," 2,814 ",0.00
10/30/2019 20:00,2019,10,30,20,21," 2,602 ",0.00
10/30/2019 21:00,2019,10,30,21,22," 2,299 ",0.00
10/30/2019 22:00,2019,10,30,22,23," 2,041 ",0.00
10/30/2019 23:00,2019,10,30,23,24," 1,869 ",0.00
10/31/2019 0:00,2019,10,31,0,1," 1,787 ",0.00
10/31/2019 1:00,2019,10,31,1,2," 1,735 ",0.00
10/31/2019 2:00,2019,10,31,2,3," 1,717 ",0.00
10/31/2019 3:00,2019,10,31,3,4," 1,766 ",0.00
10/31/2019 4:00,2019,10,31,4,5," 1,936 ",0.00
10/31/2019 5:00,2019,10,31,5,6," 2,281 ",0.00
10/31/2019 6:00,2019,10,31,6,7," 2,472 ",28.62
10/31/2019 7:00,2019,10,31,7,8," 2,535 ",220.22
10/31/2019 8:00,2019,10,31,8,9," 2,587 ",422.42
10/31/2019 9:00,2019,10,31,9,10," 2,631 ",575.05
10/31/2019 10:00,2019,10,31,10,11," 2,658 ",670.15
10/31/2019 11:00,2019,10,31,11,12," 2,666 ",726.00
10/31/2019 12:00,2019,10,31,12,13," 2,668 ",723.08
10/31/2019 13:00,2019,10,31,13,14," 2,659 ",638.80
10/31/2019 14:00,2019,10,31,14,15," 2,629 ",488.73
10/31/2019 15:00,2019,10,31,15,16," 2,597 ",280.66
10/31/2019 16:00,2019,10,31,16,17," 2,620 ",72.55
10/31/2019 17:00,2019,10,31,17,18," 2,885 ",0.00
10/31/2019 18:00,2019,10,31,18,19," 2,916 ",0.00
10/31/2019 19:00,2019,10,31,19,20," 2,815 ",0.00
10/31/2019 20:00,2019,10,31,20,21," 2,616 ",0.00
10/31/2019 21:00,2019,10,31,21,22," 2,321 ",0.00
10/31/2019 22:00,2019,10,31,22,23," 2,074 ",0.00
10/31/2019 23:00,2019,10,31,23,24," 1,896 ",0.00
11/1/2019 0:00,2019,11,1,0,1," 1,810 ",0.00
11/1/2019 1:00,2019,11,1,1,2," 1,757 ",0.00
11/1/2019 2:00,2019,11,1,2,3," 1,739 ",0.00
11/1/2019 3:00,2019,11,1,3,4," 1,786 ",0.00
11/1/2019 4:00,2019,11,1,4,5," 1,953 ",0.00
11/1/2019 5:00,2019,11,1,5,6," 2,274 ",0.00
11/1/2019 6:00,2019,11,1,6,7," 2,448 ",21.01
11/1/2019 7:00,2019,11,1,7,8," 2,525 ",207.29
11/1/2019 8:00,2019,11,1,8,9," 2,581 ",427.33
11/1/2019 9:00,2019,11,1,9,10," 2,609 ",594.91
11/1/2019 10:00,2019,11,1,10,11," 2,667 ",694.38
11/1/2019 11:00,2019,11,1,11,12," 2,697 ",736.15
11/1/2019 12:00,2019,11,1,12,13," 2,688 ",708.56
11/1/2019 13:00,2019,11,1,13,14," 2,657 ",626.31
11/1/2019 14:00,2019,11,1,14,15," 2,638 ",474.29
11/1/2019 15:00,2019,11,1,15,16," 2,576 ",254.95
11/1/2019 16:00,2019,11,1,16,17," 2,580 ",30.66
11/1/2019 17:00,2019,11,1,17,18," 2,821 ",0.00
11/1/2019 18:00,2019,11,1,18,19," 2,807 ",0.00
11/1/2019 19:00,2019,11,1,19,20," 2,713 ",0.00
11/1/2019 20:00,2019,11,1,20,21," 2,564 ",0.00
11/1/2019 21:00,2019,11,1,21,22," 2,326 ",0.00
11/1/2019 22:00,2019,11,1,22,23," 2,103 ",0.00
11/1/2019 23:00,2019,11,1,23,24," 1,940 ",0.00
11/2/2019 0:00,2019,11,2,0,1," 1,833 ",0.00
11/2/2019 1:00,2019,11,2,1,2," 1,776 ",0.00
11/2/2019 2:00,2019,11,2,2,3," 1,744 ",0.00
11/2/2019 3:00,2019,11,2,3,4," 1,754 ",0.00
11/2/2019 4:00,2019,11,2,4,5," 1,813 ",0.00
11/2/2019 5:00,2019,11,2,5,6," 1,930 ",0.00
11/2/2019 6:00,2019,11,2,6,7," 2,010 ",21.01
11/2/2019 7:00,2019,11,2,7,8," 2,167 ",207.29
11/2/2019 8:00,2019,11,2,8,9," 2,300 ",427.33
11/2/2019 9:00,2019,11,2,9,10," 2,410 ",594.91
11/2/2019 10:00,2019,11,2,10,11," 2,468 ",694.38
11/2/2019 11:00,2019,11,2,11,12," 2,499 ",736.15
11/2/2019 12:00,2019,11,2,12,13," 2,502 ",708.56
11/2/2019 13:00,2019,11,2,13,14," 2,490 ",626.31
11/2/2019 14:00,2019,11,2,14,15," 2,503 ",474.29
11/2/2019 15:00,2019,11,2,15,16," 2,519 ",254.95
11/2/2019 16:00,2019,11,2,16,17," 2,537 ",30.66
11/2/2019 17:00,2019,11,2,17,18," 2,718 ",0.00
11/2/2019 18:00,2019,11,2,18,19," 2,690 ",0.00
11/2/2019 19:00,2019,11,2,19,20," 2,601 ",0.00
11/2/2019 20:00,2019,11,2,20,21," 2,479 ",0.00
11/2/2019 21:00,2019,11,2,21,22," 2,266 ",0.00
11/2/2019 22:00,2019,11,2,22,23," 2,052 ",0.00
11/2/2019 23:00,2019,11,2,23,24," 1,888 ",0.00
11/3/2019 0:00,2019,11,3,0,1," 1,802 ",0.00
11/3/2019 1:00,2019,11,3,1,2," 1,755 ",0.00
11/3/2019 2:00,2019,11,3,2,3," 1,705 ",0.00
11/3/2019 3:00,2019,11,3,3,4," 1,692 ",0.00
11/3/2019 4:00,2019,11,3,4,5," 1,709 ",0.00
11/3/2019 5:00,2019,11,3,5,6," 1,783 ",0.00
11/3/2019 6:00,2019,11,3,6,7," 1,833 ",21.01
11/3/2019 7:00,2019,11,3,7,8," 1,982 ",207.29
11/3/2019 8:00,2019,11,3,8,9," 2,134 ",427.33
11/3/2019 9:00,2019,11,3,9,10," 2,264 ",594.91
11/3/2019 10:00,2019,11,3,10,11," 2,365 ",694.38
11/3/2019 11:00,2019,11,3,11,12," 2,446 ",736.15
11/3/2019 12:00,2019,11,3,12,13," 2,484 ",708.56
11/3/2019 13:00,2019,11,3,13,14," 2,499 ",626.31
11/3/2019 14:00,2019,11,3,14,15," 2,510 ",474.29
11/3/2019 15:00,2019,11,3,15,16," 2,510 ",254.95
11/3/2019 16:00,2019,11,3,16,17," 2,542 ",30.66
11/3/2019 17:00,2019,11,3,17,18," 2,836 ",0.00
11/3/2019 18:00,2019,11,3,18,19," 2,889 ",0.00
11/3/2019 19:00,2019,11,3,19,20," 2,789 ",0.00
11/3/2019 20:00,2019,11,3,20,21," 2,625 ",0.00
11/3/2019 21:00,2019,11,3,21,22," 2,404 ",0.00
11/3/2019 22:00,2019,11,3,22,23," 2,146 ",0.00
11/3/2019 23:00,2019,11,3,23,24," 1,940 ",0.00
11/4/2019 0:00,2019,11,4,0,1," 1,823 ",0.00
11/4/2019 1:00,2019,11,4,1,2," 1,760 ",0.00
11/4/2019 2:00,2019,11,4,2,3," 1,721 ",0.00
11/4/2019 3:00,2019,11,4,3,4," 1,723 ",0.00
11/4/2019 4:00,2019,11,4,4,5," 1,789 ",0.00
11/4/2019 5:00,2019,11,4,5,6," 1,966 ",0.00
11/4/2019 6:00,2019,11,4,6,7," 2,202 ",21.01
11/4/2019 7:00,2019,11,4,7,8," 2,421 ",207.29
11/4/2019 8:00,2019,11,4,8,9," 2,563 ",427.33
11/4/2019 9:00,2019,11,4,9,10," 2,706 ",594.91
11/4/2019 10:00,2019,11,4,10,11," 2,830 ",694.38
11/4/2019 11:00,2019,11,4,11,12," 2,902 ",736.15
11/4/2019 12:00,2019,11,4,12,13," 2,923 ",708.56
11/4/2019 13:00,2019,11,4,13,14," 2,945 ",626.31
11/4/2019 14:00,2019,11,4,14,15," 2,938 ",474.29
11/4/2019 15:00,2019,11,4,15,16," 2,891 ",254.95
11/4/2019 16:00,2019,11,4,16,17," 2,881 ",30.66
11/4/2019 17:00,2019,11,4,17,18," 3,106 ",0.00
11/4/2019 18:00,2019,11,4,18,19," 3,101 ",0.00
11/4/2019 19:00,2019,11,4,19,20," 2,993 ",0.00
11/4/2019 20:00,2019,11,4,20,21," 2,844 ",0.00
11/4/2019 21:00,2019,11,4,21,22," 2,594 ",0.00
11/4/2019 22:00,2019,11,4,22,23," 2,284 ",0.00
11/4/2019 23:00,2019,11,4,23,24," 2,033 ",0.00
11/5/2019 0:00,2019,11,5,0,1," 1,871 ",0.00
11/5/2019 1:00,2019,11,5,1,2," 1,780 ",0.00
11/5/2019 2:00,2019,11,5,2,3," 1,739 ",0.00
11/5/2019 3:00,2019,11,5,3,4," 1,735 ",0.00
11/5/2019 4:00,2019,11,5,4,5," 1,792 ",0.00
11/5/2019 5:00,2019,11,5,5,6," 1,977 ",0.00
11/5/2019 6:00,2019,11,5,6,7," 2,201 ",21.01
11/5/2019 7:00,2019,11,5,7,8," 2,404 ",207.29
11/5/2019 8:00,2019,11,5,8,9," 2,545 ",427.33
11/5/2019 9:00,2019,11,5,9,10," 2,683 ",594.91
11/5/2019 10:00,2019,11,5,10,11," 2,808 ",694.38
11/5/2019 11:00,2019,11,5,11,12," 2,908 ",736.15
11/5/2019 12:00,2019,11,5,12,13," 2,939 ",708.56
11/5/2019 13:00,2019,11,5,13,14," 2,979 ",626.31
11/5/2019 14:00,2019,11,5,14,15," 2,990 ",474.29
11/5/2019 15:00,2019,11,5,15,16," 2,934 ",254.95
11/5/2019 16:00,2019,11,5,16,17," 2,904 ",30.66
11/5/2019 17:00,2019,11,5,17,18," 3,092 ",0.00
11/5/2019 18:00,2019,11,5,18,19," 3,083 ",0.00
11/5/2019 19:00,2019,11,5,19,20," 2,969 ",0.00
11/5/2019 20:00,2019,11,5,20,21," 2,827 ",0.00
11/5/2019 21:00,2019,11,5,21,22," 2,553 ",0.00
11/5/2019 22:00,2019,11,5,22,23," 2,284 ",0.00
11/5/2019 23:00,2019,11,5,23,24," 2,035 ",0.00
11/6/2019 0:00,2019,11,6,0,1," 1,884 ",0.00
11/6/2019 1:00,2019,11,6,1,2," 1,800 ",0.00
11/6/2019 2:00,2019,11,6,2,3," 1,752 ",0.00
11/6/2019 3:00,2019,11,6,3,4," 1,745 ",0.00
11/6/2019 4:00,2019,11,6,4,5," 1,792 ",0.00
11/6/2019 5:00,2019,11,6,5,6," 1,973 ",0.00
11/6/2019 6:00,2019,11,6,6,7," 2,211 ",21.01
11/6/2019 7:00,2019,11,6,7,8," 2,413 ",207.29
11/6/2019 8:00,2019,11,6,8,9," 2,542 ",427.33
11/6/2019 9:00,2019,11,6,9,10," 2,653 ",594.91
11/6/2019 10:00,2019,11,6,10,11," 2,730 ",694.38
11/6/2019 11:00,2019,11,6,11,12," 2,788 ",736.15
